entity_type;pf_class;object_name;full_name;attribute_name;attribute_label;attribute_description;data_origin;read_ok;display_value;raw_value_repr;numeric_value;unit;unit_source;value_type;queryability_filter;filter_reason
transformer;ElmTr2;T1;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\T1.ElmTr2;uset_mode2;<built-in method title of str object at 0x000002D8E51C0BD0>;Sollwert:lokal:Knotenspannungssollwert;base_or_parameter;True;0.0;0;0.0; ;powerfactory;int;keep;pf_unit_available
transformer;ElmTr2;T1;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\T1.ElmTr2;usetp;<built-in method title of str object at 0x000002D8E51B8EE0>;Spannungssollwert;base_or_parameter;True;1.0;1.0;1.0;p.u.;powerfactory;float;keep;pf_unit_available
transformer;ElmTr2;T1;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\T1.ElmTr2;usetp2;<built-in method title of str object at 0x000002D8E51B8F30>;Spannungssollwert;base_or_parameter;True;1.0;1.0;1.0;p.u.;powerfactory;float;keep;pf_unit_available
transformer;ElmTr2;T1;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\T1.ElmTr2;usp_low;<built-in method title of str object at 0x000002D8E51B8F80>;Untere Spannungsgrenze;base_or_parameter;True;0.9900000095367432;0.9900000095367432;0.9900000095367432;p.u.;powerfactory;float;keep;pf_unit_available
transformer;ElmTr2;T1;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\T1.ElmTr2;usp_low2;<built-in method title of str object at 0x000002D8E51B9020>;Untere Spannungsgrenze;base_or_parameter;True;0.9900000095367432;0.9900000095367432;0.9900000095367432;p.u.;powerfactory;float;keep;pf_unit_available
transformer;ElmTr2;T1;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\T1.ElmTr2;usp_up;<built-in method title of str object at 0x000002D8E51B90C0>;Obere Spannungsgrenze;base_or_parameter;True;1.0099999904632568;1.0099999904632568;1.0099999904632568;p.u.;powerfactory;float;keep;pf_unit_available
transformer;ElmTr2;T1;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\T1.ElmTr2;usp_up2;<built-in method title of str object at 0x000002D8E51B9160>;Obere Spannungsgrenze;base_or_parameter;True;1.0099999904632568;1.0099999904632568;1.0099999904632568;p.u.;powerfactory;float;keep;pf_unit_available
transformer;ElmTr2;T1;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\T1.ElmTr2;x0Sbasepu;<built-in method title of str object at 0x000002D8E51C7D70>;x0 (Sbase);base_or_parameter;True;0.012000000104308128;0.012000000104308128;0.012000000104308128;p.u.;powerfactory;float;keep;pf_unit_available
transformer;ElmTr2;T1;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\T1.ElmTr2;xSbasepu;<built-in method title of str object at 0x000002D8E51C7E70>;x (Sbase);base_or_parameter;True;0.0575999952852726;0.0575999952852726;0.0575999952852726;p.u.;powerfactory;float;keep;pf_unit_available
transformer;ElmTr2;T1;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\T1.ElmTr2;xe0tr_h;<built-in method title of str object at 0x000002D8E51C0C30>;Interne Erdungsimpedanz, OS-Seite: Reaktanz, Xe;base_or_parameter;True;0.0;0.0;0.0;Ohm;powerfactory;float;keep;pf_unit_available
transformer;ElmTr2;T1;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\T1.ElmTr2;xe0tr_l;<built-in method title of str object at 0x000002D8E51C0C90>;Interne Erdungsimpedanz, US-Seite: Reaktanz, Xe;base_or_parameter;True;0.0;0.0;0.0;Ohm;powerfactory;float;keep;pf_unit_available
generator;ElmSym;G2;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\G2.ElmSym;EDS;<built-in method title of str object at 0x000002D8E5199890>;Stochastisches Modell für Erzeugung: Erwartete eingeschränkte Verfügbarkeit;base_or_parameter;True;0.0;0.0;0.0;h/a;powerfactory;float;keep;pf_unit_available
generator;ElmSym;G2;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\G2.ElmSym;FAY;<built-in method title of str object at 0x000002D8E50F3090>;Stochastisches Modell für Erzeugung: Erwartete volle Verfügbarkeit;base_or_parameter;True;0.0;0.0;0.0;h/a;powerfactory;float;keep;pf_unit_available
generator;ElmSym;G2;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\G2.ElmSym;FOE;<built-in method title of str object at 0x000002D8E51620B0>;Stochastisches Modell für Erzeugung: Auszeiterwartung;base_or_parameter;True;0.0;0.0;0.0;h/a;powerfactory;float;keep;pf_unit_available
generator;ElmSym;G2;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\G2.ElmSym;GPSlat;<built-in method title of str object at 0x000002D8E51C0CF0>;Geographische Position: Breitengrad / Nordwert;base_or_parameter;True;0.0;0.0;0.0;deg;powerfactory;float;helper_filtered;attr_name_matches_helper_pattern
generator;ElmSym;G2;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\G2.ElmSym;GPSlon;<built-in method title of str object at 0x000002D8E5162130>;Geographische Position: Längengrad / Ostwert;base_or_parameter;True;0.0;0.0;0.0;deg;powerfactory;float;helper_filtered;attr_name_matches_helper_pattern
generator;ElmSym;G2;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\G2.ElmSym;Inom;<built-in method title of str object at 0x000002D8E51AC1B0>;Nennstrom;base_or_parameter;True;6.158402919769287;6.158402919769287;6.158402919769287;kA;powerfactory;float;keep;pf_unit_available
generator;ElmSym;G2;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\G2.ElmSym;Irze;<built-in method title of str object at 0x000002D8E5071F20>;Bemessungsstrom der Erdung;base_or_parameter;True;0.0;[0.0];0.0;kA;powerfactory;list;keep;pf_unit_available
generator;ElmSym;G2;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\G2.ElmSym;Jme;<built-in method title of str object at 0x000002D8E51CA3A0>;Mechanische Belastung: Trägheitsmoment;base_or_parameter;True;0.0;0.0;0.0;kgm^2;powerfactory;float;keep;pf_unit_available
generator;ElmSym;G2;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\G2.ElmSym;Kpf;<built-in method title of str object at 0x000002D8E51C0D50>;Generatoreinsatz: Prim. Leistungszahl;base_or_parameter;True;0.0;0.0;0.0;MW/Hz;powerfactory;float;keep;pf_unit_available
generator;ElmSym;G2;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\G2.ElmSym;P_max;<built-in method title of str object at 0x000002D8E51C0DB0>;Wirkleistung: Bemessungsfaktor: Max.;base_or_parameter;True;163.20001220703125;163.20001220703125;163.20001220703125;MW;powerfactory;float;keep;pf_unit_available
generator;ElmSym;G2;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\G2.ElmSym;P_min;<built-in method title of str object at 0x000002D8E51D0130>;Min.;base_or_parameter;True;0.0;0.0;0.0;MW;powerfactory;float;keep;pf_unit_available
generator;ElmSym;G2;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\G2.ElmSym;Pctrl;<built-in method title of str object at 0x000002D8E51621B0>;Wirkleistungsregelung: Wirkleistungsstufen:fest:stufenlos:1:2:3:4:5:6:7:8:9:10;base_or_parameter;True;1.0;1;1.0; ;powerfactory;int;keep;pf_unit_available
generator;ElmSym;G2;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\G2.ElmSym;PmaxInv;<built-in method title of str object at 0x000002D8E5071E80>;Separater Verbrauchsmodus: Max.;base_or_parameter;True;0.0;0.0;0.0;MW;powerfactory;float;keep;pf_unit_available
generator;ElmSym;G2;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\G2.ElmSym;PmaxInvPU;<built-in method title of str object at 0x000002D8E5071DE0>;Separater Verbrauchsmodus: Max.;base_or_parameter;True;0.0;0.0;0.0;p.u.;powerfactory;float;keep;pf_unit_available
generator;ElmSym;G2;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\G2.ElmSym;Pmax_a;<built-in method title of str object at 0x000002D8E51D54F0>;Pmax(akt.);base_or_parameter;True;163.1999969482422;163.1999969482422;163.1999969482422;MW;powerfactory;float;keep;pf_unit_available
generator;ElmSym;G2;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\G2.ElmSym;Pmax_uc;<built-in method title of str object at 0x000002D8E51C0E10>;Betriebs-Wirkleistungsgrenzen: Max.;base_or_parameter;True;163.1999969482422;163.1999969482422;163.1999969482422;MW;powerfactory;float;keep;pf_unit_available
generator;ElmSym;G2;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\G2.ElmSym;Pmax_ucPU;<built-in method title of str object at 0x000002D8E51C0E70>;Betriebs-Wirkleistungsgrenzen: Max.;base_or_parameter;True;0.9999998807907104;0.9999998807907104;0.9999998807907104;p.u.;powerfactory;float;keep;pf_unit_available
generator;ElmSym;G2;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\G2.ElmSym;PminInv;<built-in method title of str object at 0x000002D8E5071C50>;Separater Verbrauchsmodus: Min.;base_or_parameter;True;0.0;0.0;0.0;MW;powerfactory;float;keep;pf_unit_available
generator;ElmSym;G2;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\G2.ElmSym;PminInvPU;<built-in method title of str object at 0x000002D8E5071C00>;Separater Verbrauchsmodus: Min.;base_or_parameter;True;0.0;0.0;0.0;p.u.;powerfactory;float;keep;pf_unit_available
generator;ElmSym;G2;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\G2.ElmSym;Pmin_a;<built-in method title of str object at 0x000002D8E51D5C30>;Pmin(akt.);base_or_parameter;True;40.0;40.0;40.0;MW;powerfactory;float;keep;pf_unit_available
generator;ElmSym;G2;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\G2.ElmSym;Pmin_uc;<built-in method title of str object at 0x000002D8E51C0ED0>;Betriebs-Wirkleistungsgrenzen: Min.;base_or_parameter;True;40.0;40.0;40.0;MW;powerfactory;float;keep;pf_unit_available
generator;ElmSym;G2;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\G2.ElmSym;Pmin_ucPU;<built-in method title of str object at 0x000002D8E51C0F30>;Betriebs-Wirkleistungsgrenzen: Min.;base_or_parameter;True;0.2450980246067047;0.2450980246067047;0.2450980246067047;p.u.;powerfactory;float;keep;pf_unit_available
generator;ElmSym;G2;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\G2.ElmSym;Pngrel;<built-in method title of str object at 0x000002D8E5199930>;Stochastisches Modell für Erzeugung: Basierend auf Bemessungswirkleistung (Pr);base_or_parameter;True;163.20001220703125;163.20001220703125;163.20001220703125;MW;powerfactory;float;keep;pf_unit_available
generator;ElmSym;G2;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\G2.ElmSym;Pnom;<built-in method title of str object at 0x000002D8E51C0F90>;Betriebs-Wirkleistungsgrenzen: Pr(Bem.);base_or_parameter;True;163.20001220703125;163.20001220703125;163.20001220703125;MW;powerfactory;float;keep;pf_unit_available
generator;ElmSym;G2;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\G2.ElmSym;Qmax_a;<built-in method title of str object at 0x000002D8E51D60B0>;Qmax(akt.);base_or_parameter;True;115.20000457763672;115.20000457763672;115.20000457763672;Mvar;powerfactory;float;keep;pf_unit_available
generator;ElmSym;G2;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\G2.ElmSym;Qmin_a;<built-in method title of str object at 0x000002D8E51D61B0>;Qmin(akt.);base_or_parameter;True;-76.80000305175781;-76.80000305175781;-76.80000305175781;Mvar;powerfactory;float;keep;pf_unit_available
generator;ElmSym;G2;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\G2.ElmSym;QtargetBase;<built-in method title of str object at 0x000002D8E50F3120>;Optimierung der Blindleistungsreserve: Basis:Blindleistungsgrenzen:Bemessungsscheinleistung;base_or_parameter;True;0.0;0;0.0; ;powerfactory;int;keep;pf_unit_available
generator;ElmSym;G2;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\G2.ElmSym;QtargetRPR;<built-in method title of str object at 0x000002D8E51CACD0>;Optimierung der Blindleistungsreserve: Q-Zielwert;base_or_parameter;True;50.0;50.0;50.0;%;powerfactory;float;keep;pf_unit_available
generator;ElmSym;G2;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\G2.ElmSym;Tstart;<built-in method title of str object at 0x000002D8E51C0FF0>;Strom-Zeit-Diagramm: Hochlaufzeit;base_or_parameter;True;0.0;0.0;0.0;s;powerfactory;float;helper_filtered;pf_metadata_matches_helper_pattern
generator;ElmSym;G2;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\G2.ElmSym;Uctrl;<built-in method title of str object at 0x000002D8E51B97F0>;OS-Spannungssollwert;base_or_parameter;False;;;;;;;review;engineering_match_but_not_readable
generator;ElmSym;G2;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\G2.ElmSym;aCategory;<built-in method title of str object at 0x000002D8E51B96B0>;Anlagenkategorie;base_or_parameter;True;coal;'coal';; ;powerfactory;str;keep;pf_unit_available
generator;ElmSym;G2;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\G2.ElmSym;aSubCategory;<built-in method title of str object at 0x000002D8E51D65B0>;Unterkategorie;base_or_parameter;True;;'';; ;powerfactory;str;keep;pf_unit_available
generator;ElmSym;G2;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\G2.ElmSym;allowConsumMode;<built-in method title of str object at 0x000002D8E51B92F0>;Separater Verbrauchsmodus;base_or_parameter;True;0.0;0;0.0; ;powerfactory;int;keep;pf_unit_available
generator;ElmSym;G2;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\G2.ElmSym;allowGenMode;<built-in method title of str object at 0x000002D8E51B9430>;Separater Erzeugungsmodus;base_or_parameter;True;0.0;0;0.0; ;powerfactory;int;keep;pf_unit_available
generator;ElmSym;G2;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\G2.ElmSym;appr_modby;<built-in method title of str object at 0x000002D8E5162230>;Zustimmungsinformation: Verändert durch;base_or_parameter;True;;'';; ;powerfactory;str;keep;pf_unit_available
generator;ElmSym;G2;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\G2.ElmSym;appr_modif;<built-in method title of str object at 0x000002D8E51CB130>;Zustimmungsinformation: Verändert;base_or_parameter;True;0.0;0;0.0; ;powerfactory;int;keep;pf_unit_available
generator;ElmSym;G2;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\G2.ElmSym;appr_status;<built-in method title of str object at 0x000002D8E51BA290>;Zustimmungsinformation: Status;base_or_parameter;True;0.0;0;0.0; ;powerfactory;int;keep;pf_unit_available
generator;ElmSym;G2;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\G2.ElmSym;av_mode;<built-in method title of str object at 0x000002D8E51D6AB0>;Lokaler Regler;base_or_parameter;True;constv;'constv';; ;powerfactory;str;keep;pf_unit_available
generator;ElmSym;G2;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\G2.ElmSym;availFactor;<built-in method title of str object at 0x000002D8E51C1050>;Verfügbarkeitsfaktor;base_or_parameter;True;100.0;100.0;100.0;%;powerfactory;float;keep;pf_unit_available
generator;ElmSym;G2;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\G2.ElmSym;avgCosts;<built-in method title of str object at 0x000002D8E51D6CB0>;Mittlere Kosten;base_or_parameter;True;1980.0;1980.0;1980.0;USD/MWh;powerfactory;float;helper_filtered;attr_name_matches_helper_pattern
generator;ElmSym;G2;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\G2.ElmSym;avgCostsUc;<built-in method title of str object at 0x000002D8E51622B0>;Stückweise Linearisierung für das LP: Mittlere Kosten;base_or_parameter;True;0.0;0.0;0.0;USD/MWh;powerfactory;float;helper_filtered;attr_name_matches_helper_pattern
generator;ElmSym;G2;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\G2.ElmSym;beta;<built-in method title of str object at 0x000002D8E50F31B0>;Wind Modell Weibull-Verteilung für die Windgeschwindigkeit: Beta;base_or_parameter;True;2.0;2.0;2.0; ;powerfactory;float;keep;pf_unit_available
generator;ElmSym;G2;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\G2.ElmSym;bus1;<built-in method title of str object at 0x000002D8E51D6FB0>;Anschluss;base_or_parameter;True;<l3>\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Bus 2.ElmTerm\Cub_1.StaCubic</l3>;<powerfactory.DataObject <l1>\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Bus 2.ElmTerm\Cub_1.StaCubic</l1>>;;StaCubic;powerfactory;DataObject;keep;pf_unit_available
generator;ElmSym;G2;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\G2.ElmSym;bus1n;<built-in method title of str object at 0x000002D8E51BA330>;Neutralleiter: N-Leiter;base_or_parameter;False;;;;StaCubic;powerfactory;;keep;pf_unit_available
generator;ElmSym;G2;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\G2.ElmSym;bustp;<built-in method title of str object at 0x000002D8E51BA2E0>;Entsprechender Knotentyp:;base_or_parameter;True;PV;'PV';; ;powerfactory;str;keep;pf_unit_available
generator;ElmSym;G2;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\G2.ElmSym;cCategory;<built-in method title of str object at 0x000002D8E51BA380>;Anlagenkategorie;base_or_parameter;True;Kohle;'Kohle';; ;powerfactory;str;keep;pf_unit_available
generator;ElmSym;G2;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\G2.ElmSym;cCtrlUsageP;<built-in method title of str object at 0x000002D8E51999D0>;Regelungsverwendung: Wirkleistung:Nur präventiv:Nur kurativ:Präventiv und kurativ;base_or_parameter;True;0.0;0;0.0; ;powerfactory;int;keep;pf_unit_available
generator;ElmSym;G2;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\G2.ElmSym;cCtrlUsageQ;<built-in method title of str object at 0x000002D8E5199A70>;Regelungsverwendung: Blindleistung:Nur präventiv:Nur kurativ:Präventiv und kurativ;base_or_parameter;True;0.0;0;0.0; ;powerfactory;int;keep;pf_unit_available
generator;ElmSym;G2;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\G2.ElmSym;cCurativeLimP_PU;<built-in method title of str object at 0x000002D8E51CB750>;Regelungsverwendung: Max. kurative Wirkleistungsabweichung;base_or_parameter;True;61.268377770189936;61.268377770189936;61.268377770189936;p.u.;powerfactory;float;keep;pf_unit_available
generator;ElmSym;G2;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\G2.ElmSym;cCurativeLimQ_PU;<built-in method title of str object at 0x000002D8E51CB8A0>;Regelungsverwendung: Max. kurative Blindleistungsabweichung;base_or_parameter;True;52.078125;52.078125;52.078125;p.u.;powerfactory;float;keep;pf_unit_available
generator;ElmSym;G2;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\G2.ElmSym;cDisplayName;<built-in method title of str object at 0x000002D8E51D7630>;Anzeigename;base_or_parameter;True;G2;'G2';; ;powerfactory;str;helper_filtered;attr_name_matches_helper_pattern
generator;ElmSym;G2;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\G2.ElmSym;cIsDiscreteCtrlP;<built-in method title of str object at 0x000002D8E5162330>;Einschränkung auf diskrete Wirkleistungswerte;base_or_parameter;True;0.0;0;0.0; ;powerfactory;int;keep;pf_unit_available
generator;ElmSym;G2;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\G2.ElmSym;cIsMustRunUC;<built-in method title of str object at 0x000002D8E50F3240>;Zusätzliche Nebenbedingungen für Stellgrößen: Nicht abschaltbar;base_or_parameter;True;0.0;0;0.0; ;powerfactory;int;keep;pf_unit_available
generator;ElmSym;G2;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\G2.ElmSym;cIsPcurrAllowed;<built-in method title of str object at 0x000002D8E51C10B0>;Erlaube aktuellen Wirkleistungswert;base_or_parameter;True;1.0;1;1.0; ;powerfactory;int;keep;pf_unit_available
generator;ElmSym;G2;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\G2.ElmSym;cQ_max;<built-in method title of str object at 0x000002D8E51C1110>;Betriebs-Blindleistungsgrenzen: Maximum;base_or_parameter;True;115.20000457763672;115.20000457763672;115.20000457763672;Mvar;powerfactory;float;keep;pf_unit_available
generator;ElmSym;G2;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\G2.ElmSym;cQ_min;<built-in method title of str object at 0x000002D8E51C1170>;Betriebs-Blindleistungsgrenzen: Minimum;base_or_parameter;True;-76.80000305175781;-76.80000305175781;-76.80000305175781;Mvar;powerfactory;float;keep;pf_unit_available
generator;ElmSym;G2;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\G2.ElmSym;cStorage;<built-in method title of str object at 0x000002D8E51C1230>;Generatorverwendung: Speichermodell;base_or_parameter;False;;;;ElmStorage;powerfactory;;keep;pf_unit_available
generator;ElmSym;G2;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\G2.ElmSym;cSubCategory;<built-in method title of str object at 0x000002D8E51D7B70>;Unterkategorie;base_or_parameter;True;;'';; ;powerfactory;str;keep;pf_unit_available
generator;ElmSym;G2;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\G2.ElmSym;cTypHmc;<built-in method title of str object at 0x000002D8E51CBC90>;Oberschwingungs-Lastfluss: Art der Oberschwingungs-Quellen;base_or_parameter;True;;'';; ;powerfactory;str;keep;pf_unit_available
generator;ElmSym;G2;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\G2.ElmSym;cUserDefIndex;<built-in method title of str object at 0x000002D8E51BA4C0>;Benutzerdefinierter Index;base_or_parameter;True;0.0;0;0.0; ;powerfactory;int;keep;pf_unit_available
generator;ElmSym;G2;\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\G2.ElmSym;cVecDiscreteCtrlPvals;<built-in method title of str object at 0x000002D8E51CBD70>;Gültige Wirkleistungswerte;base_or_parameter;True;[];[];;%;powerfactory;list;keep;pf_unit_available
